symbol,exchange,date,open,high,low,close,volume
BAC,XNYS,2025-07-28T00:00:00+00:00,48.45,48.54,48.0801,48.23,20590380
BAC,XNYS,2025-07-29T00:00:00+00:00,48.39,48.51,47.8901,47.95,26216484
BAC,XNYS,2025-07-30T00:00:00+00:00,48.26,48.5,47.7401,47.96,32265850
BAC,XNYS,2025-07-31T00:00:00+00:00,47.76,48.03,47.19,47.27,40016313
BAC,XNYS,2025-08-01T00:00:00+00:00,46.35,46.41,45.32,45.66,52310438
BAC,XNYS,2025-08-04T00:00:00+00:00,45.9,46.105,45.635,45.85,31038904
BAC,XNYS,2025-08-05T00:00:00+00:00,45.95,46.0,44.75,45.56,36798320
BAC,XNYS,2025-08-06T00:00:00+00:00,45.715,45.94,45.385,45.42,27916767
BAC,XNYS,2025-08-07T00:00:00+00:00,45.71,45.76,44.78,44.92,30609882
BAC,XNYS,2025-08-08T00:00:00+00:00,45.15,46.3,44.98,46.01,37131557
BAC,XNYS,2025-08-11T00:00:00+00:00,46.055,46.52,45.81,46.16,35559383
BAC,XNYS,2025-08-12T00:00:00+00:00,46.48,47.66,46.36,47.5,35484466
WMT,XNYS,2025-05-15T00:00:00+00:00,94.3,96.72,91.89,96.35,44026125
WMT,XNYS,2025-05-16T00:00:00+00:00,96.14,99.1946,95.995,98.24,33746187
WMT,XNYS,2025-05-19T00:00:00+00:00,96.65,98.28,95.81,98.12,20041573
WMT,XNYS,2025-05-20T00:00:00+00:00,98.555,98.8183,96.52,97.8,15609610
WMT,XNYS,2025-05-21T00:00:00+00:00,97.125,97.7556,95.975,96.43,15742336
WMT,XNYS,2025-05-22T00:00:00+00:00,96.55,96.96,95.815,95.93,13712163
WMT,XNYS,2025-05-23T00:00:00+00:00,95.0001,96.54,95.0,96.34,13668621
WMT,XNYS,2025-05-27T00:00:00+00:00,97.08,97.795,96.58,97.58,17180937
WMT,XNYS,2025-05-28T00:00:00+00:00,97.52,98.24,97.06,97.24,11220098
WMT,XNYS,2025-05-29T00:00:00+00:00,97.63,97.77,96.8509,97.1,14343738
WMT,XNYS,2025-05-30T00:00:00+00:00,96.6,98.93,96.6,98.72,29980069
WMT,XNYS,2025-06-02T00:00:00+00:00,98.72,99.905,98.05,99.77,16999205
WMT,XNYS,2025-06-03T00:00:00+00:00,99.565,100.89,98.57,99.98,15598643
WMT,XNYS,2025-06-04T00:00:00+00:00,99.79,100.13,99.32,99.35,11115649
WMT,XNYS,2025-06-05T00:00:00+00:00,99.295,99.59,97.605,97.96,15825276
WMT,XNYS,2025-06-06T00:00:00+00:00,98.42,98.56,96.97,97.47,15599294
WMT,XNYS,2025-06-09T00:00:00+00:00,97.4,97.85,96.77,97.45,13655700
WMT,XNYS,2025-06-10T00:00:00+00:00,97.29,98.0892,96.48,97.32,17162468
WMT,XNYS,2025-06-11T00:00:00+00:00,97.29,97.29,95.35,95.8,16389620
WMT,XNYS,2025-06-12T00:00:00+00:00,94.87,95.26,93.43,94.83,17845704
WMT,XNYS,2025-06-13T00:00:00+00:00,94.52,95.32,94.005,94.44,18694739
WMT,XNYS,2025-06-16T00:00:00+00:00,94.75,95.78,94.095,94.29,14881663
WMT,XNYS,2025-06-17T00:00:00+00:00,93.95,94.82,93.62,94.25,14935630
WMT,XNYS,2025-06-18T00:00:00+00:00,94.6025,95.49,94.09,95.09,11333690
WMT,XNYS,2025-06-20T00:00:00+00:00,95.33,96.31,95.2,96.12,20604918
WMT,XNYS,2025-06-23T00:00:00+00:00,95.92,97.93,95.67,97.87,20432351
WMT,XNYS,2025-06-24T00:00:00+00:00,97.73,99.105,97.25,98.0,22403655
WMT,XNYS,2025-06-25T00:00:00+00:00,98.31,98.56,97.15,97.26,11154676
WMT,XNYS,2025-06-26T00:00:00+00:00,96.9,97.34,95.915,96.02,19361417
WMT,XNYS,2025-06-27T00:00:00+00:00,96.32,97.76,96.16,97.27,31431912
WMT,XNYS,2025-06-30T00:00:00+00:00,97.23,98.14,96.31,97.78,17803030
WMT,XNYS,2025-07-01T00:00:00+00:00,97.6,99.1899,97.4238,98.24,15635847
WMT,XNYS,2025-07-02T00:00:00+00:00,98.125,98.3817,97.055,97.61,12501965
WMT,XNYS,2025-07-03T00:00:00+00:00,97.7,98.48,97.42,98.36,7686204
WMT,XNYS,2025-07-07T00:00:00+00:00,98.235,99.35,97.62,99.35,12930913
WMT,XNYS,2025-07-08T00:00:00+00:00,98.82,99.17,96.51,97.09,16874954
WMT,XNYS,2025-07-09T00:00:00+00:00,97.11,97.29,96.38,96.81,13702615
WMT,XNYS,2025-07-10T00:00:00+00:00,96.66,96.78,94.735,94.86,18894787
WMT,XNYS,2025-07-11T00:00:00+00:00,95.005,95.5344,94.23,94.4,14595047
WMT,XNYS,2025-07-14T00:00:00+00:00,94.545,95.84,94.38,95.78,13779084
WMT,XNYS,2025-07-15T00:00:00+00:00,95.645,95.78,94.935,95.39,10450759
WMT,XNYS,2025-07-16T00:00:00+00:00,95.415,95.8296,94.605,95.15,11181552
WMT,XNYS,2025-07-17T00:00:00+00:00,95.075,95.63,94.89,95.09,11165126
WMT,XNYS,2025-07-18T00:00:00+00:00,95.085,95.4801,94.43,95.05,14636294
WMT,XNYS,2025-07-21T00:00:00+00:00,95.255,96.64,95.1,95.67,13450359
WMT,XNYS,2025-07-22T00:00:00+00:00,95.84,96.67,95.74,95.85,9049130
WMT,XNYS,2025-07-23T00:00:00+00:00,96.01,96.29,95.29,95.68,9729672
WMT,XNYS,2025-07-24T00:00:00+00:00,95.57,96.955,95.35,96.6,14991517
WMT,XNYS,2025-07-25T00:00:00+00:00,96.8876,97.65,96.53,97.47,12868466
WMT,XNYS,2025-07-28T00:00:00+00:00,97.28,98.125,97.075,97.61,12293060
WMT,XNYS,2025-07-29T00:00:00+00:00,97.78,98.72,97.34,98.33,14034265
WMT,XNYS,2025-07-30T00:00:00+00:00,98.425,98.88,97.29,97.59,13864096
WMT,XNYS,2025-07-31T00:00:00+00:00,97.44,98.63,97.31,97.98,15651348
WMT,XNYS,2025-08-01T00:00:00+00:00,97.98,98.83,97.6705,98.49,16750407
WMT,XNYS,2025-08-04T00:00:00+00:00,98.2,99.91,98.2,99.59,19050206
WMT,XNYS,2025-08-05T00:00:00+00:00,99.67,100.47,98.91,99.31,17977008
WMT,XNYS,2025-08-06T00:00:00+00:00,99.46,103.685,99.46,103.36,23738420
WMT,XNYS,2025-08-07T00:00:00+00:00,103.71,103.9,102.11,103.12,12509479
WMT,XNYS,2025-08-08T00:00:00+00:00,103.4,104.72,103.15,103.73,12394722
WMT,XNYS,2025-08-11T00:00:00+00:00,103.99,104.33,103.11,103.93,12856706
WMT,XNYS,2025-08-12T00:00:00+00:00,104.0,104.31,103.37,103.62,17919327
