ts,order_id,symbol_id,side,quantity,type,tif,limit_price,state
2022-11-10T21:00:00Z,random_close_MSFT,2,BUY,100,MKT,DAY,,NEW
2022-11-11T21:00:00Z,random_sell_NVDA,7,SELL,100,MKT,DAY,,NEW
2022-11-11T21:00:00Z,random_close_ADBE,9,BUY,100,MKT,DAY,,NEW
2022-11-11T21:00:00Z,random_buy_CRM,10,BUY,100,MKT,DAY,,NEW
2022-11-15T21:00:00Z,random_close_AAPL,1,BUY,100,MKT,DAY,,NEW
2022-11-15T21:00:00Z,random_sell_JPM,17,SELL,100,MKT,DAY,,NEW
2022-11-17T21:00:00Z,random_close_NVDA,7,BUY,100,MKT,DAY,,NEW
2022-11-17T21:00:00Z,random_sell_PG,21,SELL,100,MKT,DAY,,NEW
2022-11-18T21:00:00Z,random_close_PFE,27,SELL,100,MKT,DAY,,NEW
2022-11-21T21:00:00Z,random_buy_HD,23,BUY,100,MKT,DAY,,NEW
2022-12-22T21:00:00Z,random_close_HD,23,SELL,100,MKT,DAY,,NEW
2022-12-23T21:00:00Z,random_sell_DIS,24,SELL,100,MKT,DAY,,NEW
2022-12-30T21:00:00Z,random_close_CRM,10,SELL,100,MKT,DAY,,NEW
2022-12-30T21:00:00Z,random_sell_AMD,13,SELL,100,MKT,DAY,,NEW
2023-01-17T21:00:00Z,random_close_DIS,24,BUY,100,MKT,DAY,,NEW
2023-01-18T21:00:00Z,random_close_AMD,13,BUY,100,MKT,DAY,,NEW
2023-01-18T21:00:00Z,random_sell_TMO,31,SELL,100,MKT,DAY,,NEW
2023-01-19T21:00:00Z,random_buy_MSFT,2,BUY,100,MKT,DAY,,NEW
2023-02-10T21:00:00Z,random_close_TMO,31,BUY,100,MKT,DAY,,NEW
2023-02-13T21:00:00Z,random_buy_TSLA,5,BUY,100,MKT,DAY,,NEW
2023-02-14T21:00:00Z,random_close_PG,21,BUY,100,MKT,DAY,,NEW
2023-02-15T21:00:00Z,random_sell_NVDA,7,SELL,100,MKT,DAY,,NEW
2023-02-17T21:00:00Z,random_close_MSFT,2,SELL,100,MKT,DAY,,NEW
2023-02-17T21:00:00Z,random_sell_KO,29,SELL,100,MKT,DAY,,NEW
2023-02-22T21:00:00Z,random_close_NVDA,7,BUY,100,MKT,DAY,,NEW
2023-02-22T21:00:00Z,random_buy_WMT,19,BUY,100,MKT,DAY,,NEW
2023-03-01T21:00:00Z,random_close_CSCO,15,BUY,100,MKT,DAY,,NEW
2023-03-01T21:00:00Z,random_buy_AVGO,32,BUY,100,MKT,DAY,,NEW
2023-03-20T20:00:00Z,random_close_JPM,17,BUY,100,MKT,DAY,,NEW
2023-03-20T20:00:00Z,random_sell_JNJ,20,SELL,100,MKT,DAY,,NEW
2023-03-23T20:00:00Z,random_close_JNJ,20,BUY,100,MKT,DAY,,NEW
2023-03-23T20:00:00Z,random_buy_UNH,22,BUY,100,MKT,DAY,,NEW
2023-03-31T20:00:00Z,random_close_UNH,22,SELL,100,MKT,DAY,,NEW
2023-04-03T20:00:00Z,random_buy_ADBE,9,BUY,100,MKT,DAY,,NEW
2023-04-18T20:00:00Z,random_close_WMT,19,SELL,100,MKT,DAY,,NEW
2023-04-18T20:00:00Z,random_sell_JNJ,20,SELL,100,MKT,DAY,,NEW
2023-04-24T20:00:00Z,random_close_JNJ,20,BUY,100,MKT,DAY,,NEW
2023-04-25T20:00:00Z,random_sell_CRM,10,SELL,100,MKT,DAY,,NEW
2023-05-17T20:00:00Z,random_close_TSLA,5,SELL,100,MKT,DAY,,NEW
2023-05-17T20:00:00Z,random_sell_MRK,34,SELL,100,MKT,DAY,,NEW
2023-05-22T20:00:00Z,random_close_ADBE,9,SELL,100,MKT,DAY,,NEW
2023-05-22T20:00:00Z,random_sell_JNJ,20,SELL,100,MKT,DAY,,NEW
2023-05-26T20:00:00Z,random_close_JNJ,20,BUY,100,MKT,DAY,,NEW
2023-05-26T20:00:00Z,random_sell_COST,33,SELL,100,MKT,DAY,,NEW
2023-05-30T20:00:00Z,random_close_CRM,10,BUY,100,MKT,DAY,,NEW
2023-05-30T20:00:00Z,random_buy_PYPL,11,BUY,100,MKT,DAY,,NEW
2023-06-07T20:00:00Z,random_close_MRK,34,BUY,100,MKT,DAY,,NEW
2023-06-08T20:00:00Z,random_sell_NFLX,8,SELL,100,MKT,DAY,,NEW
2023-06-08T20:00:00Z,random_close_AVGO,32,SELL,100,MKT,DAY,,NEW
2023-06-09T20:00:00Z,random_buy_AMD,13,BUY,100,MKT,DAY,,NEW
2023-06-12T20:00:00Z,random_close_NFLX,8,BUY,100,MKT,DAY,,NEW
2023-06-12T20:00:00Z,random_buy_CRM,10,BUY,100,MKT,DAY,,NEW
2023-06-23T20:00:00Z,random_close_PYPL,11,SELL,100,MKT,DAY,,NEW
2023-06-23T20:00:00Z,random_sell_MA,26,SELL,100,MKT,DAY,,NEW
2023-08-09T20:00:00Z,random_close_CRM,10,SELL,100,MKT,DAY,,NEW
2023-08-09T20:00:00Z,random_sell_UNH,22,SELL,100,MKT,DAY,,NEW
2023-08-11T20:00:00Z,random_close_KO,29,BUY,100,MKT,DAY,,NEW
2023-08-14T20:00:00Z,random_buy_CSCO,15,BUY,100,MKT,DAY,,NEW
2023-09-01T20:00:00Z,random_close_UNH,22,BUY,100,MKT,DAY,,NEW
2023-09-05T20:00:00Z,random_sell_DIS,24,SELL,100,MKT,DAY,,NEW
2023-09-07T20:00:00Z,random_close_MA,26,BUY,100,MKT,DAY,,NEW
2023-09-11T20:00:00Z,random_buy_GOOGL,3,BUY,100,MKT,DAY,,NEW
2023-09-15T20:00:00Z,random_close_CSCO,15,SELL,100,MKT,DAY,,NEW
2023-09-18T20:00:00Z,random_buy_META,6,BUY,100,MKT,DAY,,NEW
2023-09-22T20:00:00Z,random_close_META,6,SELL,100,MKT,DAY,,NEW
2023-09-22T20:00:00Z,random_buy_ADBE,9,BUY,100,MKT,DAY,,NEW
2023-09-22T20:00:00Z,random_close_AMD,13,SELL,100,MKT,DAY,,NEW
2023-09-25T20:00:00Z,random_sell_CRM,10,SELL,100,MKT,DAY,,NEW
2023-10-04T20:00:00Z,random_close_CRM,10,BUY,100,MKT,DAY,,NEW
2023-10-04T20:00:00Z,random_buy_AMD,13,BUY,100,MKT,DAY,,NEW
2023-10-09T20:00:00Z,random_close_AMD,13,SELL,100,MKT,DAY,,NEW
2023-10-10T20:00:00Z,random_buy_ORCL,14,BUY,100,MKT,DAY,,NEW
2023-10-30T20:00:00Z,random_close_DIS,24,BUY,100,MKT,DAY,,NEW
2023-10-30T20:00:00Z,random_buy_MA,26,BUY,100,MKT,DAY,,NEW
2024-01-18T21:00:00Z,random_close_ADBE,9,SELL,100,MKT,DAY,,NEW
2024-01-18T21:00:00Z,random_sell_AVGO,32,SELL,100,MKT,DAY,,NEW
2024-01-19T21:00:00Z,random_close_GOOGL,3,SELL,100,MKT,DAY,,NEW
2024-01-19T21:00:00Z,random_sell_VZ,36,SELL,100,MKT,DAY,,NEW
2024-03-01T21:00:00Z,random_close_VZ,36,BUY,100,MKT,DAY,,NEW
2024-03-06T21:00:00Z,random_sell_UNH,22,SELL,100,MKT,DAY,,NEW
2024-03-06T21:00:00Z,random_close_COST,33,BUY,100,MKT,DAY,,NEW
2024-03-07T21:00:00Z,random_buy_BAC,18,BUY,100,MKT,DAY,,NEW
2024-03-15T20:00:00Z,random_close_UNH,22,BUY,100,MKT,DAY,,NEW
2024-03-18T20:00:00Z,random_sell_AMZN,4,SELL,100,MKT,DAY,,NEW
2024-03-25T20:00:00Z,random_close_ORCL,14,SELL,100,MKT,DAY,,NEW
2024-03-25T20:00:00Z,random_close_BAC,18,SELL,100,MKT,DAY,,NEW
2024-03-25T20:00:00Z,random_buy_TMO,31,BUY,100,MKT,DAY,,NEW
2024-03-26T20:00:00Z,random_sell_MSFT,2,SELL,100,MKT,DAY,,NEW
2024-04-01T20:00:00Z,random_close_TMO,31,SELL,100,MKT,DAY,,NEW
2024-04-02T20:00:00Z,random_sell_INTC,12,SELL,100,MKT,DAY,,NEW
2024-04-03T20:00:00Z,random_close_INTC,12,BUY,100,MKT,DAY,,NEW
2024-04-03T20:00:00Z,random_sell_ORCL,14,SELL,100,MKT,DAY,,NEW
2024-04-05T20:00:00Z,random_close_MA,26,SELL,100,MKT,DAY,,NEW
2024-04-08T20:00:00Z,random_close_MSFT,2,BUY,100,MKT,DAY,,NEW
2024-04-08T20:00:00Z,random_buy_META,6,BUY,100,MKT,DAY,,NEW
2024-04-08T20:00:00Z,random_buy_VZ,36,BUY,100,MKT,DAY,,NEW
2024-04-24T20:00:00Z,random_close_VZ,36,SELL,100,MKT,DAY,,NEW
2024-04-25T20:00:00Z,random_buy_CRM,10,BUY,100,MKT,DAY,,NEW
2024-04-26T20:00:00Z,random_close_ORCL,14,BUY,100,MKT,DAY,,NEW
2024-04-26T20:00:00Z,random_sell_PG,21,SELL,100,MKT,DAY,,NEW
2024-05-06T20:00:00Z,random_close_AMZN,4,BUY,100,MKT,DAY,,NEW
2024-05-06T20:00:00Z,random_sell_KO,29,SELL,100,MKT,DAY,,NEW
2024-05-07T20:00:00Z,random_close_PG,21,BUY,100,MKT,DAY,,NEW
2024-05-07T20:00:00Z,random_sell_MRK,34,SELL,100,MKT,DAY,,NEW
2024-05-10T20:00:00Z,random_close_META,6,SELL,100,MKT,DAY,,NEW
2024-05-10T20:00:00Z,random_buy_QCOM,16,BUY,100,MKT,DAY,,NEW
2024-05-31T20:00:00Z,random_close_MRK,34,BUY,100,MKT,DAY,,NEW
2024-06-04T20:00:00Z,random_sell_NFLX,8,SELL,100,MKT,DAY,,NEW
2024-06-05T20:00:00Z,random_close_AVGO,32,BUY,100,MKT,DAY,,NEW
2024-06-05T20:00:00Z,random_sell_COST,33,SELL,100,MKT,DAY,,NEW
2024-06-17T20:00:00Z,random_close_KO,29,BUY,100,MKT,DAY,,NEW
2024-06-17T20:00:00Z,random_buy_MRK,34,BUY,100,MKT,DAY,,NEW
2024-06-26T20:00:00Z,random_close_QCOM,16,SELL,100,MKT,DAY,,NEW
2024-06-26T20:00:00Z,random_buy_ABT,35,BUY,100,MKT,DAY,,NEW
2024-06-27T20:00:00Z,random_close_COST,33,BUY,100,MKT,DAY,,NEW
2024-06-28T20:00:00Z,random_buy_PYPL,11,BUY,100,MKT,DAY,,NEW
2024-07-12T20:00:00Z,random_close_MRK,34,SELL,100,MKT,DAY,,NEW
2024-07-15T20:00:00Z,random_sell_GOOGL,3,SELL,100,MKT,DAY,,NEW
2024-07-25T20:00:00Z,random_close_ABT,35,SELL,100,MKT,DAY,,NEW
2024-07-26T20:00:00Z,random_buy_INTC,12,BUY,100,MKT,DAY,,NEW
2024-08-09T20:00:00Z,random_close_CRM,10,SELL,100,MKT,DAY,,NEW
2024-08-12T20:00:00Z,random_close_PYPL,11,SELL,100,MKT,DAY,,NEW
2024-08-12T20:00:00Z,random_sell_HD,23,SELL,100,MKT,DAY,,NEW
2024-08-14T20:00:00Z,random_sell_META,6,SELL,100,MKT,DAY,,NEW
2024-08-30T20:00:00Z,random_close_META,6,BUY,100,MKT,DAY,,NEW
2024-08-30T20:00:00Z,random_sell_CSCO,15,SELL,100,MKT,DAY,,NEW
2024-09-06T20:00:00Z,random_close_HD,23,BUY,100,MKT,DAY,,NEW
2024-09-09T20:00:00Z,random_buy_MSFT,2,BUY,100,MKT,DAY,,NEW
2024-09-17T20:00:00Z,random_close_INTC,12,SELL,100,MKT,DAY,,NEW
2024-09-17T20:00:00Z,random_buy_MA,26,BUY,100,MKT,DAY,,NEW
2024-09-20T20:00:00Z,random_close_MSFT,2,SELL,100,MKT,DAY,,NEW
2024-09-20T20:00:00Z,random_buy_ORCL,14,BUY,100,MKT,DAY,,NEW
2024-09-23T20:00:00Z,random_close_CSCO,15,BUY,100,MKT,DAY,,NEW
2024-09-23T20:00:00Z,random_sell_BAC,18,SELL,100,MKT,DAY,,NEW
2024-09-24T20:00:00Z,random_close_BAC,18,BUY,100,MKT,DAY,,NEW
2024-09-24T20:00:00Z,random_sell_COST,33,SELL,100,MKT,DAY,,NEW
2024-09-26T20:00:00Z,random_close_COST,33,BUY,100,MKT,DAY,,NEW
2024-09-27T20:00:00Z,random_buy_INTC,12,BUY,100,MKT,DAY,,NEW
2024-10-08T20:00:00Z,random_close_MA,26,SELL,100,MKT,DAY,,NEW
2024-10-09T20:00:00Z,random_sell_BAC,18,SELL,100,MKT,DAY,,NEW
2024-10-11T20:00:00Z,random_close_ORCL,14,SELL,100,MKT,DAY,,NEW
2024-10-11T20:00:00Z,random_buy_UNH,22,BUY,100,MKT,DAY,,NEW
2024-11-13T21:00:00Z,random_close_INTC,12,SELL,100,MKT,DAY,,NEW
2024-11-13T21:00:00Z,random_buy_ORCL,14,BUY,100,MKT,DAY,,NEW
2024-11-19T21:00:00Z,random_close_NFLX,8,BUY,100,MKT,DAY,,NEW
2024-11-19T21:00:00Z,random_sell_COST,33,SELL,100,MKT,DAY,,NEW
2024-12-10T21:00:00Z,random_close_ORCL,14,SELL,100,MKT,DAY,,NEW
2024-12-10T21:00:00Z,random_buy_ABT,35,BUY,100,MKT,DAY,,NEW
